product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_title,review_content,estimated_demand,revenue_score,profit_margin_given,profit,main_category,sub_category,sentiment
boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,299.0,799.0,63.0,4.2,94363.0,The boAt rugged cable features our special toughest polyethylene braided jacket and this unique jacket provides greater protection than anything else you have seen in its class. Round CableExtra tough polyethylene terephthalate cable skin ensures 10000 plus bend lifespan stress and stretch resistanceThe boAt rugged Micro USB cable is compatible with most android smartphones windows phone tablets PC peripherals and other micro USB compatible devices2.4A rapid charge fast data transmission and rapid speed to sync your device at the speed up to 480mbpsboAt rugged micro USB cable offers a perfect 1.5 meters in length optimized for an easy use for your comfort at home or office2 years warranty from the date of purchase,Good productGood oneNiceReally nice productVery first time changeGoodFine product but could be betterVery nice it's charging like jet,Good productlong wireCharges goodNiceI bought this cable for Rs.339 worthy product for this price i tested it in various charger adapters 33w and 18w it supports fast charging as well.GoodOkI had got this at good price on sale on Amazon and product is useful with warranty but for warranty you need to go very far not practical for such a cost and mine micro to type c connector stopped working after few days only.I like this product,396324.60000000003,118501055.4,500.0,17775158.31,Computers,AccessoriesAccessories,0.2403703703703703
AmazonBasics Flexible Premium HDMI Cable (Black 4K@60Hz 18Gbps) 3Foot,ElectronicsHomeTheaterTV&VideoAccessoriesCablesHDMICables,219.0,700.0,69.0,4.4,426973.0,Flexible lightweight HDMI cable for connecting media devices to playback display such as HDTVs projectors and moreCompatible with BluRay players computers Apple TV Roku cable PS4 Xbox One and other HDMIcompatible devicesSolid copper conductors and full metal jacket shielding for durability and highperformance connectivitySupports Ethernet 3D 4K video and Audio Return Channel (ARC) and meets the latest HDMI standardsSupports bandwidth up to 18Gbps and is backwards compatible with earlier versionsIncludes a 3 foot cable,It's quite good and value for moneyWorks wellHdmi cableValue for moneyAll goodGets the job doneDelivery was goodThis one was my need to purchase,I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.Initial impressions works as said glad I didn’t go for cheaper options (not that it’s too costly) just plug and play. Will update if it screws upThe hdmi cable is good to watch moviesports and its gives better quality while connecting your laptop with TV and play 🎮.I loved itWorks as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.All goodIt's the best HDMI cable at this price range. No problems yet. Just go for it !!I was expecting this to be delivered on time and it was delivered on time.Product is good as i have tried other cables and wires from Amazon basica brand.Good one,1878681.2000000002,411431182.8,481.0,61714677.42,ElectronicsHomeTheaterTV,VideoAccessoriesCablesHDMICables,0.37478991596638656
Portronics Konnect CL 20W POR1067 TypeC to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support Nylon Braided for All TypeC and 8 Pin Devices Green,Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,350.0,899.0,61.0,4.2,2262.0,20W PD FAST CHARGINGIt’s supports 20W PD quick charge protocol charge up to 50% in around 30 minutes. It is ideal for charging your USB type c enabled devices at maximum speedUSBC to 8 Pin Cable It’s offer rapid charging and syncing between USB TypeC and 8 Pin enabled devices. Safe charging at up to 3A is ensured by highstandard componentsMORE DURABLE This cable is unique interms of design and multiuse and is positioned to provide the best comfort and performance while usingFLEXIBLE CORD The Cable uses nylon Braided  Metal Housing material to make sure that the life of the cable is enhanced significantly. It is 4mm extra thick slim 1.2meter longUNIVERSAL COMPATIBILITYCharge for all Type C USB connectivity devices including MacBook 12 inch Nexus 5x Nexus 6p OnePlus 2 pixel c Lumia 950 Lumia 950 xl Nokia n1 etc,WorksNice ProductFast Charging as originalGood for data transferAverage. Cost effectiveGood qualityGreat ProductNice,Definitely isn’t as good as the original cord but works. Fast charging and pretty sturdyWorth itSo I had a faulty cable. I was lazy and have a lot of money so instead of calling Apple I bought this for like 300 bucks. Didn’t expected much but for my surprise this cable actually works and has fast charging. JUST GO FOR ITFelt quite sturdy the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app all my data including whatsapp data was transferred successfully. Satisfied with performance.Just goodQuality is very goodWorking smoothly.. using same portronics pd chargerThis is a real fast charging cable that is serving the purposeVery good,9500.4,3325140.0,549.0,498771.0,Computers,AccessoriesAccessories,0.24014550264550266
Portronics Konnect L 1.2M POR1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,159.0,399.0,60.0,4.1,4768.0,CHARGE & SYNC FUNCTION This cable comes with charging & Data sync functionHIGH QUALITY MATERIAL TPE  Nylon Material to make sure that the life of the cable is enhanced significantlyLONG CORD The Cable is extra thick 1.2 meter long optimized for an easy use for your comfort at home or officeMORE DURABLEThis cable is unique interms of design and multiuse and is positioned to provide the best comfort and performance while usingUNIVERSAL COMPATIBILITY Compatible with all devices like iPhone XS X XR 8 7 6S 6 5S iPad Pro iPad mini and iPad Air,Great butWorked well for 6 six months that’s itCompatible with Apple iPad 2nd generation and charging very well.CABLEThe product is good but the phone gets disconnected at multiple occasions.Not a fast charging cableGood item. ValueAmazing product and value for money,Loosing charging cable of apple is costly affair. This wire was great purchase made to correct itWorked well for six months that’s it now it’s stopped working now planning to buy one more because the price has come down to 150Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.Product is superI'm using from last 6 month. Till now it was good functioning. Now I noticed phone gets disconnected at multiple occasions. might be cable may be damaged.Overall worked well for 6 month.Takes 56 hours to charge full.Good item. ValueIt is the best product I have used till now.,19548.8,3108259.1999999997,240.0,466238.87999999995,Computers,AccessoriesAccessories,0.4131623931623931
MI Braided USB TypeC Cable for Charging Adapter (Red),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,349.0,399.0,13.0,4.4,18757.0,1M Long Cable. Usb 2.0 (Type A)Toughened JointsStrong And SturdyCountry Of Origin China6 Months Warranty,Good productusing this product 8months It is done  I have not faced any problem so far its build quality bestI really liked this one.Very strong and support fast charging Nice cableBest data cable charging fastGood jobGood but need some improvement,I like it 👍👍Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.350 might be a little expensive but physically it’s so good. Feels premium. But power limitation is there it is not suitable for fast charging.httpsm.mediaamazon.comimagesWWEBP_402378T1imagesI61WnvIUaIwL._SY88.jpgBest data cable charging fastVery good quality and good durabilityOverall good but need some improvement...,82530.8,28803249.2,50.0,4320487.38,Computers,AccessoriesAccessories,0.2486111111111111
MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M75AIN (Black),ElectronicsHomeTheaterTV&VideoTelevisionsSmartTelevisions,13999.0,24999.0,44.0,4.2,32840.0,Note  The brands Mi and Xiaomi are part of the same multinational conglomerateResolution  HD Ready (1366 x 768) Resolution  Refresh Rate  60 Hertz  178 Degree wide viewing angleConnectivity Dual Band WiFi  2 HDMI ports to connect latest gaming consoles set top box Bluray Players  2 USB ports to connect hard drives and other USB devices  ALLM  ARC  Bluetooth 5.0  EthernetSound 20 Watts Output  Dolby Audio DTS Virtual X DTSHDSmart TV Features  Android TV 11  PatchWall  IMDb Integration  Universal Search  300 Free Live Channels  Kids Mode with Parental lock  Smart Recommendations  Language Universe – 15 Languages  User Centre  Okay Google  Chromecast suporting Apps  Netflix Prime Video Disney Hotstar  5000 apps from Play Store Quad core Cortex A35  Chromecast builtin  Ok Google  Auto Low Latency Mode  1GB RAM  8GB StorageDisplay HD Ready  Vivid Picture EngineWarranty Information 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,It is the best tv if you are getting it in 1012kGood price but the OS lagsGARBAGE QUALITYGood product.Good qualityGreat experience everything is fantastic 🤠Super picture quality and sound qualityAwesome,Pros xiomi 5a is best in budgetNice picture qualityVery nice audio output Full of featureCONS sometimes tv lagsSometimes stucksIn this prize range all tv having cons like this.Overall nice tvThe product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolvedUseless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.httpsm.mediaamazon.comimagesI61spXDbojZL._SY88.jpgGreater then everGood qualityGood 👍,137928.0,1930854072.0,11000.0,289628110.8,ElectronicsHomeTheaterTV,VideoTelevisionsSmartTelevisions,0.4046153846153846
Ambrane Unbreakable 60W  3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones Tablets Laptops & Other Type C Devices PD Technology 480Mbps Data Sync (RCTT15 Black),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,249.0,399.0,38.0,4.0,43994.0,Compatible with all Type C enabled devices be it an android smartphone (Mi Samsung Oppo Vivo Realme OnePlus etc) tablet laptop (Macbook Chromebook etc)Unbreakable – Made of special braided outer with rugged interior bindings it is ultradurable cable that won’t be affected by daily rough usageIdeal Length – It has ideal length of 1.5 meters which is neither too short like your typical 1meter cable or too long like a 2meters cableSupports maximum 3A fast charging and 480 Mbps data transfer speed6 months manufacturer warranty from the date of purchase,A Good Braided Cable for Your Type C DeviceGood quality product from ambraneSuper cableAsGood qualityGood productits goodGood quality for the price but one issue with my unit,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast chargingValue for money with extra length👍Good working fineProduct quality is goodGoodvery goodBought for my daughter's old phone.Brand new cable it was not charging I already repacked and requested for replacement.I checked again and there was some green colour pastefungus inside the micro USB connector. I cleaned with an alcoholic and starts working again.Checked the ampere of charging speed got around 1400ma1500ma  not bad came with braided 1.5m long cable pretty impressive for the price.Can't blame the manufacturer.But quality issues by the distributor they might have stored in very humid place.,175976.0,43818024.0,150.0,6572703.6,Computers,AccessoriesAccessories,0.2743181818181818
boAt Type C A325 Tanglefree Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,199.0,499.0,60.0,4.1,13045.0,Type C A 325 Cable Is Designed With A Perfect 1.5 Meters In Length For Hassle Free UsageIt Dons Premium Braided Skin That Makes It Sturdy And Invincible Against External Damage With 10000 Bends Lifespan The Cable Stays Stronger And Lasts LongerType C A 325 Offers Universal Compatibility With Smartphones Tablets Pc Peripherals Bluetooth Speakers Power Banks And All Other Devices With Type C PortThe Reversible Metallic Aluminium Tip Lets The User Connect Devices In A Carefree MannerIts Flexible Design Offers The User A TangleFree Experience2 years warranty from the date of purchase,Good for charging and Data transferਮਜ਼ਬੂਤGood Quality but less Power DeliveryFantastic!GoodNot usefulDoesn't fit properlyCan't support Oppo mobile for fast charging,Check for offera before buying18w charging cableAwesome cable!Charging data transfer and durability is simply awesome and there is not a single disconnection issue which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy i also have boat earphones that is also awesome..😄GoodCharging is very slow. Forget about fast charging. Not useful at allCable is not fit properly on my samsung galaxy m31 type C port. If little hit happens then cable is plug it out. Otherwise length and cable quality is very niceBoat type C cable doesn't support fast charging on Oppo F15 earlier i was using Vooc cable which worked excellent,53484.49999999999,10643415.499999998,300.0,1596512.3249999997,Computers,AccessoriesAccessories,0.14906746031746032
LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),ElectronicsHomeTheaterTV&VideoTelevisionsSmartTelevisions,13490.0,21990.0,39.0,4.3,11976.0,Resolution HD Ready (1366x768)  Refresh Rate 50 hertzConnectivity 2 HDMI ports to connect set top box Blu Ray players gaming console  1 USB ports to connect hard drives and other USB devicesSound output 10 Watts Output I 2 Speakers  DTS VirtualX  Sound Type  Down FiringSmart TV Features Web OS Smart TV  WiFi  Home Dashboard  Screen Mirroring  Mini TV Browser  MultiTasking  Office 365 Set WXHXD (with Stand ) mm  739 x 472 x 168Display Active HDR  Display Type Flat  BackLight Module Slim LEDWarranty Information 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panelmodule from the date of purchaseInstallation  For requesting installationwall mountingdemo of this product once delivered please directly call LG support (Please visit LG Website for Toll Free Numebrs) and provide product's model name as well as seller's details mentioned on the invoice,Sound qualityVery niceValue for moneyGoodGood for its price.Good itemBudget friendlyGood,LG was always Good  correct delivery good service but sound quality was poor. The speakers were fitted below the tv. No clear sound. That was the only problem.Good videoGood vicePicture quality is awesome.Good at that priceOkay product the OS has lags after about a year of use. This is the best you can get for the price tag it comes with.I like itBest one when it comes to bugdet easy installation and handy features.Good,51496.799999999996,694691832.0,8500.0,104203774.8,ElectronicsHomeTheaterTV,VideoTelevisionsSmartTelevisions,0.37833333333333335
Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone Ipad And Ipod. Fast Charging Lightning Cable 3.9 Feet (1.2M)  Black,Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,970.0,1799.0,46.0,4.5,815.0,Supports Ios Devices With Max Output Up To 2.4AUp To 10 000 Bend And 10 000 Plugging And Unplugging Test Ensure This Cable A Longer LifespanEnsure Fast And Stable Data Transmission Up To 480 Mbps2 Years WarrantyCompatible Designed To Work Flawlessly With Mfi Or Apple Devices Iphone Imac Ipad Etc1.2M Tangle Free Durable Tough Braiding Sync & Charge Cable,Good cable for carGood substitute for orginalBetter Value for money ProductWay better than the originalAbsolutely amazing.Namm hi kafi haiVery goodAs the names say Durable cell it a durable cable ),I trust this product! Works well with car play!Very good quality and charging is fine. As good as originalBuild quality is awesome best lightening cable ever seen better than a official  lightening from If ur looking for a cable close your eyes and go for it 🔥 or you can buy a (Amazon basics) one I was using that for past 3 years that a bit a cheaper side I recommend both these cables had better build quality and value for moneyGr8 product overallJust loved it very good charging speed.Good qualityit well packed all sealed coveredthe wire looks of a very good qualityrecommended!!!!,3667.5,3557475.0,829.0,533621.25,Computers,AccessoriesAccessories,0.6524242424242425
tizum HDMI to VGA Adapter Cable 1080P for Projector Computer Laptop TV Projectors & TV,ElectronicsHomeTheaterTV&VideoAccessoriesCablesHDMICables,279.0,499.0,44.0,3.7,10962.0,Superior Stability Builtin advanced Certified AG6200 IC chip converts HDMI digital signal to VGA analog signal. It is NOT a bidirectional converter and cannot transmit signals from VGA to HDMI.Compact Design Tizum HDMI to VGA adapter is compact & lightweight which makes it easy to carry travel friendly and also saves space on your desk helping it keep clutter free.High Definition Image Quality The HDMI male to VGA female converter supports resolution up to 1920x1080 60Hz (1080p Full HD) including 720p 1600x1200 1280x1024 for high definition monitors & projectors.Wide Compatibility The adapter is compatible with Computer PC Desktop Laptop Notebook Chromebook PS3 Xbox Set Top Box TV & other devices with HDMI port. Note Does not Support Audio.Incredible Performance It resists corrosion & abrasion improves signal transmission & protects HDMI port of your device to ensure a longer lifespan,Good product  Average FinishingSave it purpose well without any issue. I am satisfiedNo issuesNO NEED TO PUT AUX CABLE FOR CONNECTING AUDIO FROM SECONDARY MONITORGood productNot so BadGoodWorked will for only 34 months.,"This connector has provided as a boon for my old Samsung LCD monitor and I am proactively using that monitor as the 2nd screen just if the finishing of the product can be improved then it would be a better purchase option.Save it purpose well without any issue. I am satisfiedWorking fineGO FOR ITIt’s works properly good product but poor qualityI buy this product after so many reviews. this product is not so much clear. But it get the job done. you can buy to get display only. not so much clear. but still price is very good compare to other products.GoodIt worked really well for 34 months but now it started showing its ""cheap chinese"" side. Display keeps disconnecting randomly and will come back. It's a headache to readwork on external monitor now since it keeps disconnecting the external monitor and then reconnects it.",40559.4,11316072.6,220.0,1697410.89,ElectronicsHomeTheaterTV,VideoAccessoriesCablesHDMICables,0.13805555555555554
